title,label
В Севастополе закончатся все работы по поиску подрядчика,0
В будущем ЖК предполагается 20 этажей,0
"Квартиры готовы на 99%, и до окончания текущего года",0
"У МИЦа есть своя, хорошо отработанная схема действий на началь",0
Балтзавод сможет сдать судно в конце года,0
Застройщику необходимо продлить срок действия договора аренды земельного участ,0
В Саратовской области вступил в силу закон «О защите права на жил,0
Ростовский сахарный завод подстегнет развитие логистических компаний,0
Губернатор держит на контроле ситуацию в микрорайоне «Первый»,0
"""Для ввода в эксплуатацию осталось согласовать документальную часть с ГАСН",0
Появился план завершения строительства первого объекта комплекса в сентябре 2015,0
Завершение строительства дома по ул. Агрономическая будет осуществлено новым,0
В Санкт-Петербурге судебные приставы контролируют исполнение решения суда о,0
Проблемы начались сразу после ввода здания в эксплуатацию,0
О защите прав пострадавших участников долевого строительства многоквартирных домов,0
Все «проблемные» дома ГК «Город» ввели в эксплуатацию,0
"Встречаются случаи, когда покупателям предлагают принять квартиру в недостроен",0
"Кто признает этаж своим, тому и чиновники",0
Все корпуса новостройки должны были быть даны в конце 2015 года.,0
Застройщик потратил деньги на масштабные объекты инфраструктуры,0
Собственники квартир ЖК «Маяковский» создали жилищно-строительный,0
Глава комитета Москвы по обеспечению реализации инвестиционных проектов в строительстве,0
"Кроме того, Сергей Половников и Максим Решетников осмотрели",0
Дальнейшая судьба старой инфекционки после запуска новой больницы пока не,0
В Костромской области уже проходят регистрацию земельных участков под проблемными дом,0
Сейчас мы производим отделочные работы в двух домах и благоустройство на их,0
В «Галактике» продано около двух сотен квартир,0
"Фрейдцис: все работы ведутся в соответствии с установленными графиками,",0
"Застройщик подтвердил, что непосредственно строительные работы на объекте завершены",0
"Первый заместитель прокурора Троицка обратился к застройщику с тем,",0
ООО «Вега»: Просрочки объектов с долевым строительством не было,0
«Вега» строит четыре объекта,0
Это не помешало администрации Ставрополя выделить еще один огромный,0
"Застройщик заявил, что объект будет сдан до конца 2017 года.",0
В 2007 году дольщики компании разбили палаточный городок на улице 45-я,0
"Сроки сдачи дома в эксплуатацию, заявленные застройщикам ещё не про",0
Под реализацию второй очереди средства будут привлекаться следующим образом,0
Госстройнадзор Ленинградской области выдал разрешение на ввод в эксплуатацию двух корпус,0
"Застройщик рассчитался с подрядчиками заранее, до того, как работы",0
«АртСтройТехно» должна была построить 15 многоквартирных домов,0
Задержки строительства не было зарегистрировано в новостройке «Балтийская волн,0
"Работа на строительной площадке несколько раз прекращалась, а возобновилась",0
"Глава региона сказал, что завершение строительства именно этих объектов име",0
Следственный комитет России возбудил дело по факту некачественного строительства дома для,0
"На данный момент первый дом готов, и скорее всего, будет",0
ГК «Брусника» входит в ГК «Брусника»,0
С ноября 2017 года работы на объекте выполняются в минимальном объёме,0
Новый застройщик оплатил договор техприсоединения за предыдущий,0
Школу в Гидроторфе строят с июля 2017 года,0
Финансово-строительная компания «Лидер» получила разрешение на ввод в,0
С 062017 г. застройщик получил кредит,0
Последний из 13: война с долгостроями ГК «Город» завершилась,0
Это стало известно по итогам заседания межведомственной рабочей групп,0
"""Бывают объективные причины, когда сроки строительства задерживаются""",0
Госстройнадзор также выдал заключение о соответствии третьему корпусу жил,0
А теперь на вашем сайте указан срок сдачи объекта — втор,0
"В апреле выяснилось, что застройщик должен немалую сумму",0
Сбербанк пытается обанкротить строительство жилых комплексов,0
Минстрой Нижегородской области назвал два дома в «Квартале Европейском,0
Власти зафиксировали задержку на новостройке,0
В проектных декларациях всё ещё суровее и по части домов стои,0
"Как рассказал собеседник в компании, финансируется стройка за счет дольщиков",0
Сроки перенесены на второй квартал 2018 года,0
"Кто не намерен отдавать квартиры тем, кто уже вложил в",0
"Работа велась на трех объектах, один из которых был на заключительном этапе",0
В строительной компании объясняют медленную стройку десятиэтажки,0
«Точные сроки ввода объекта в эксплуатацию зависят от своевременного исполн,0
За счет средств областного бюджета предусматривается компенсация затрат на технологическое присоедин,0
В ходе посещения ЖК «Любимов» Сергей Половников и Максим,0
"СП отмечает, что не соблюдаются установленные сроки строительства объектов в",0
Застройщик предложил продлить срок договора,0
"Застройщик АО ""КЧУС"" признали банкротом",0
В июне 2017 года застройщик решил использовать денежные средства из различных,0
Дольщики волнуются по поводу незавершенного дома и затяжного конфликта,0
"""Технопромэкспорт"" планирует полностью сдать первую очередь",0
"Он считает, что, выполнив работ на 500 млн рублей, он не",0
Зеленский предложил перенести дату запуска свежей модели рынка на следующий,0
Но в определенный момент банки просто отказали застройщикам в предоставлении кредитов.,0
Какой риск у всех застройщиков – это недостаточное финансирование?,0
Строительство дополнительной блок-секции и создание жилищно-строительного кооператив,0
Строительство «Ангары» не устраивает правительство,0
Сколько еще домов оказались недостроенными с просрочкой сдачи?,0
"Что подпадает под действие Закона Российской Федерации ""О защите",0
Одна из дольщиц купила у застройщика квартиру в Копейске,0
"В ведомстве заслушали и других застройщиков, затягивающих с",0
В столице не затягивают сроки ввода в эксплуатацию офисной недвижимости,0
На улицах не появились новые обманутые дольщики,0
«Победа» вознамерилась возвести тут жилой комплекс «Победа» из,0
Квартиры должны были передать собственникам еще в начале 2018 года,0
В Ставрополе состоялось совещание по строительству и жилищному надзор,0
"Дети здесь не учились уже год, пока шли работы по реконструкции",0
В паспорте обычно ограничиваются «квартальным» прогнозом.,0
В конце августа этого года застройщик попытался оспорить штраф,0
В ЖК «Любимов» построят дома на 6 тыс. квартир,0
В Сочи группа хотела возводить комплекс апартаментов на Курортном,0
Возобновление регистрации ДДУ возможно – если застройщики заключат допсоглашения,0
Затем материалы проверки были сфальсифицированы и выдано разрешение на,0
Сколько платят дольщики за ипотеку?,0
Введение поправок для участников рынка повлекло ряд трудностей,0
"У остальных — предварительные договоры долевого участия или договоры, которые",0
"С какой скоростью поступают деньги, которые компания может использовать для",0
Строительство дома No19 на улице Ленина,0
"Гендиректор ООО ""КЭСК"" заявил о непричастности компании к слив",0
Квартиры в первой очереди нового комплекса,0
На сегодняшний день реконструируемая территория разделена на несколько участков,0
Они сообщили о сдвиге сроков на один квартал,0
Компания получила разрешение на ввод в эксплуатацию объекта в сентябре 2018,0
В Ростовской области будет включен монтаж шести производственных линий мощностью 300 мл,0
"Эксперт: влияние на рынок поправки окажут сильное, но",0
Министерством строительства и жилищно-коммунального хозяйства области прорабатывался,0
Окончание строительных работ и введение в эксплуатацию квартир планируется в августе,0
В Липецкой области в реестр требований кредиторов включены 211 участников долевого,0
"Павел Юрочкин заверил, что планирует ввести в эксплуатацию квартиры",0
К тому моменту в проектной документации и проектной декларации застройщика,0
"В компании заявили, что средства на достройку «Звезды» все-таки буду",0
Группа компаний «МИЦ» продолжает терять репутацию добросовестного,0
В МИЦ все плохо,0
"Оспорили разрешение на строительство объекта культурного наследия ""Усадьба Черн",0
"Учитывая репутацию застройщика, все дольщики обеспокоены",0
В Ставрополе застройщик согласился «приютить» обманутых доль,0
Один из дольщиков отправился в новостройку и снял видео,0
В этом году два объекта будут восстановлены в правах по реестру 91,0
В результате строительства дома No2 застройщик также соберет нужную сумму,0
Первую позицию (10 этажей) должны были сдать уже к конц,0
На сегодняшний день в реестре четыре объекта: три дома «Строй-,0
Женщина написала претензию во ипотечный фонд,0
В Энгельсе объявили аукцион по поиску генподрядчика для,0
"Для тех, кто не успел подать бумаги до этой даты",0
Юрий Тришин заключил договор участия в долевом строительстве дома в Москве на Сад,0
Спортивный комплекс «Фламинго» будет введен в эксплуатацию в конце года,0
Сроки перенесены на конец второго квартала,0
Застройщик «Серебряный ключ» возводит ряд объектов,0
Вторая очередь предусматривает ввод в эксплуатацию еще двух производственных лини,0
Компания поставляла застройщику строительные материалы в счет оплаты квартир в доме,0
"Сейчас дольщики заверяют, что дом должен быть сдан уже лет",0
"На сегодняшний момент, когда средства дольщиков остаются важным источник",0
Об этом шла речь в ходе инспекции объекта в СЗФО,0
На сайте застройщика: завершение проекта также движется к концу,0
Из краевого и местного бюджетов выделено более 124 млн рублей,0
В материалах следствия могут быть сведения о перемещении средств,0
"По словам депутата заксобрания Нижегородской области, ситуация плачев",0
Зачем петербургских застройщиков оградили от новых дольщиков,0
Это связано с вводом в эксплуатацию ранее построенного причала No4,0
"Пензенская область — единственный регион, где достройка проблемных домов осуществляется",0
"Мы активно в этом участвуем, чтобы стороны скорее завершили пере",0
Застройщик ЖК «Андерсен» назвал сроки завершения строительства,0
"По его словам, они перейдут в первый квартал 2020 года.",0
В Петербурге суд признал банкротом строительную компанию «Навис».,0
Из-за медленных темпов продаж застройщику катастрофически не хватало средств,0
"На специальных счетах будут храниться средства дольщиков, застройщики их",0
На основании решения Ивана Белозерцева данные объекты были переданы,0
"""Технопромэкспорт"" попросил Минэнерго перенести запуск двух электростанци",0
Ленинский районный суд встал на сторону истца и вынес решение,0
"""Стройинтеркомплекс"" прекратила свою деятельность в 2005 году",0
«АртСтройТехно» получила земельный участок на улице Тюльпан,0
Ремонтировать корпус будут по распоряжению председателя правительства РФ Дмитр,0
ГК «Норманн» была одним из самых крупных застройщиков,0
Арбитражный суд взыскал с АО «Сибстройсервис» долг за,0
На объект по ул. Неделина-Фрунзе требуется порядка 170-180,0
Это дома по ул. Неделина-Фрунзе и Неделина.,0
"Я согласен, что при сдаче объектов должно быть обеспечено соответствующее",0
Дольщики готовы выйти на митинг в центре Ставрополя,0
«Газпром» планирует сохранить сроки ввода в эксплуатацию газопровода «,0
Почему белгородские застройщики не успевают строить дома,0
Ульяновцы покупали квартиры во втором корпусе у торгового дома,0
У застройщика есть переоформленное разрешение на строительство сроком до конца 2019,0
"Нижегородец заявил, что не получал официального уведомления о перенос",0
Найти нового застройщика обещает Краевое управление строительного надзора,0
В Саратове наложен запрет на совершение регистрационных действий в отношении имуществ,0
Строительство ЖК «На Заречной» и ЖК «Три Апельсина,0
Съезд принял программу нового семилетнего плана,0
"Если участником долевого строительства является гражданин, неустойка (пен",0
Сроки сдачи жилого комплекса не сдвигались.,0
Однако возникновение права общей долевой собственности на весь земельный участок,0
В Смольном прошло совещание по ходу реализации проектов ГК.,0
Застройщику придется заново получать технические условия.,0
"В ОСК погружено все оборудование, затянуто более 1000 км кабеля",0
"Нет гарантий, что эта компания сдаст дом в эксплуатацию вовремя.",0
"В связи с отставанием по графикам строительства, застройщику выдано пред",0
Кто поверил рекламе и купил квартиры в строящихся домах М,0
"Под следствие попал врио начальника исправительной колонии, вывозивший",0
В обязательном порядке проверить финансовые показатели ООО «Брусника,0
"Он пишет, что проблемы дольщиков постоянно озвучиваются на разных",0
"Минпросвещения РФ выяснит, почему Саратовская область оказалась",0
"Мы оценили все стройки и, чтобы оптимизировать затраты и работать",0
"Липецкая область ведет реестр пострадавших граждан, которые вовремя не получили",0
На ввод в эксплуатацию нового аэродрома не повлияет задержка по,0
"Для того, чтобы стройка была завершена, нужно встать в",0
СМИ обсуждают резкое подорожание нового перинатального центра в Сургут,0
"Это дом, где не было ни одного дольщика.",0
"Затем, не дождавшись жилья, оформлила долёвку в ЖК «Рад",0
«АртСтройТехно» приступила к возведению комплекса «Победа».,0
В первом доме полностью завершены монолитные работы,0
Проблема нарушения порядка присоединения ООО «Концессии водоснабжения,0
Кредиторская задолженность росла и кредиторская задолженность.,0
"В Кировской области приняли закон No41-ЗО ""О мерах по защите прав",0
К сентябрю 2017 г. компания смогла полностью рассчитаться с подрядчиками,0
"На каком основании чиновники выделяли строительной компании, которая раз за раз",0
Администрация области поощряла комплексную застройку,0
Что касается второго корпуса?,0
Минстрой рассмотрел дело об административном правонарушении со стороны ООО «Стройград,0
Сколько на сегодня проблемных объектов в строительстве многоквартирных домов?,0
И это не говоря о сотнях писем в администрацию Ставрополя и,0
ФГУП «Росморпорт»: причина задержки – в разрушительном шторме,0
Документ регулирует лишь частичный перенос субсидий с этапа эксплуатации на тек,0
Два из четырёх домов второй очереди сдадут не в треть,0
"Еще один нюанс: все технические условия, которые ранее был",0
В итоге сроки не были сорваны.,0
Из 510 квартир данного комплекса проданы почти все (480 квартир).,0
Также организовано информирование участников долевого строительства о ходе строительных,0
"Компания поначалу действует весьма активно, но завершает строительство крайне мед",0
"Компания поначалу действует весьма активно, но завершает строительство крайне мед",0
Всё из-за отсутствия внятной позиции от застройщика.,0
"Строительство началось в 2011 году, первый дом был сдан в декабре 2018 года",0
Работники жаловались на невыплату зарплаты с задержкой или раз в месяц,0
Последующее увеличение суммы дебиторской задолженности свидетельствует о том,0
"""Но они должны быть размещены на сайте Дом.РФ""",0
РусГидро не ввела в эксплуатацию первую очередь Сахалинской ГРЭС-2.,0
"Срок просрочки не является сигналом, что у застройщика назрева",0
Введенный в эксплуатацию дом в Грязях подлежит исключению из указанного,0
"К сожалению, завершающая работа по облицовке дома временно приостановлена",0
По-настоящему на проблемы дома обратили внимание только в октябре 2018,0
По-настоящему на проблемы дома обратили внимание только в октябре 2018,0
Он успел сдать в эксплуатацию конгресс-холл за 10 млрд рублей,0
С подписанием дополнительного соглашения создаваемый ультрасовременный клинический перинатальный,0
"На улицах Антонова, Ново-Казанская, Пушкина и 8 Март",0
"На данный момент достроены 6 этажей из 11-ти, жилой комплекс",0
По контракту «Пензгорстройзаказчик» должен был выстроить в Зар,0
"Он напомнил, что сдача объекта – достаточно сложный технический процесс",0
Ввод крупнейшего социального объекта в ХМАО переносится,0
Сдача «Арктики» запланирована на декабрь 2019 года,0
"В Пензе посетили зоопарк, чтобы проконтролировать ход работ по реконструкции",0
Не все дольщики «АртСтройТехно» имеют договоры долевого участ,0
В Калининграде достроили ФОК,0
Это было сделано из-за невыполнения взятых на себя обязатель,0
В Смольном рассказали о строительстве еще трех социальных объектов,0
В состав ЖК «Первый квартал» войдет 6 зданий,0
"ЖК ""Квартал Европейский"" - четыре многоэтажных жилых дома",0
Власти планируют найти подрядчика до конца сентября,0
"Несмотря на это, строительство первой очереди находится в завершающей стади",0
"В ОСК подтвердили, что «Арктика» должна быть передана в",0
"На данный момент приобретены 4 лифта из 16-ти, в конце месяца должны поступ",0
«Информированность дольщиков ЖК «Андерсен» должна быть максим,0
"""ВСВ-Гидрострой"" найден новый застройщик",0
Проект будет разбит на две очереди и 378 квартир.,0
Проект будет разбит на две очереди и 378 квартир.,0
Всего за это время на спортивный зал в школе нашли порядка 81 миллиона,0
"В списке числятся пять объектов ГК ""Город"", которые достраивают",0
На сайте ГК обозначен срок введения в эксплуатацию – 2018 год,0
"Дома в стадии готовности 95%, мы ждем пуска тепла от «",0
Даже с учётом переноса сроков строители не успеют завершить выполнение,0
«Вега» занимает долю в 22 % по площади строящегося жил,0
"Компания находится в стадии банкротства, а ее бывший ген",0
В компании назвали причины переноса сроков сдачи объекта,0
"Вероятно, привлечение средств банка было продиктовано невысокими темпами продаж в",0
Валерий Татаров продал свою компанию за 10 тысяч рублей,0
Глава региона рассказал о планах по запуску тепличного агрокомплекса,0
Вместо заявленного декабря 2015 дома в поселке Щеглово будут готовы к,0
Запуск двух заводов по производству метанола в Ленобласти не откладывается,0
Путин и Медведев обсудят проблемы космодрома Восточный,0
Министерство просвещения РФ должно до 22 августа подготовить доклад о причин,0
"""Принято решение о списании штрафа за неисполнение обязательств по",0
"Строительство всех домов, за исключением No 59 и No 60 по ГП",0
Застройщик ООО «Риэлторский центр «Строй-Град» находится,0
"Несмотря на попадание в список проблемных, ряд объектов в Петербурге",0
"Строительство идёт гладко, без задержек сдачи корпусов.",0
На Кубани введут в эксплуатацию долгострой с 16-летней историей,0
Кредиторская задолженность в точности совпадает – 420 336 млн,0
Застройщики в процессе реализации жилых комплексов используют финансовые поступления от,0
"""С проблемой недобросовестных подрядчиков мы столкнулись также при",0
В ближайшие пять лет можно ожидать роста рынка газ,0
"""Отставание от графика застройщика объясняет некачественно выполненным проектом",0
В числе потерпевших от деятельности ГК «Город» оказалась родственница,0
Первые два дома ЖК «Созвездие» сдали без задержки в 2015,0
"Если застройщик не готов к диалогу с участниками долевого строительства,",0
"""Шуваловский парк"" на улице Прокофьева ведет УК ""Финанс",0
"""Технопромэкспорт"" ведет строительство электростанций в Севастополе",0
«Арктику» могут сдать и в конце 2019 года,0
"Например, покупатели квартир в жилом комплексе «Бриз» уже год ж",0
Это дебютный проект малоизвестного в Московской области застройщика.,0
Из-за ремонта и гидравлических испытаний больше тысячи домов,0
Уголовное дело завели против директора компании-застройщика «Престижъ»,0
Уголовное дело завели против директора компании-застройщика «Престижъ»,0
Изначально дом должны были достроить во II квартале 2015 года.,0
Правительство утвердило проект строительства ЦКАД стоимостью более 300 млрд руб,0
«Городецкая ДПМК» реконструировала сквер им. 1905 года в Нижн,0
Строительство шести многоквартирных жилых объектов осуществлялось на одном земельном,0
"Дольщики сделали коллективную претензию застройщику, но реакции пока",0
"По состоянию на сентябрь этого года, застройщик осуществлял монолитные работы",0
Мы планируем завершить строительство еще двух домов.,0
Дом планируют ввести в эксплуатацию в конце 2017 года,0
У президента может быть решен вопрос о смене подрядчика стройки,0
"Пономарев предупредил губернатора, что проблема дольщиков грозит социальным в",0
Строительство второго стартового стола на космодроме Восточный оценили в 39 мл,0
Все это может сдвинуть строки строительства.,0
В Минстрое активно обсуждается внесение новых поправок,0
"Именно им была передана земля по ул. Тюльпановая, 10 в Став",0
Квартира доложена к началу сентября,0
«Шотландия» построила четыре ЖК в Ленинградской области,0
"С одной стороны, это плюс: меньше обманутых дольщиков",0
Квартиры будут введены в июле-августе текущего года,0
Строительство первых блоков новых станций в Крыму начнется после утвер,0
"Застройщика ЖК ""Суворовский"" заподозрили в сливе нечистот",0
"Мы всегда создавали условия, при которых строительный рынок развивался бы.",0
"В Красносельском районе завершение работ в ЖК ""Ленинский парк"" про",0
"У нас действительно произошел сбой, мы виноваты перед людьми.",0
Срыв сроков выпуска второй тяжелой ракеты «Ангара»,0
Росреестр должен прекратить регистрировать новые договоры долевого участия по про,0
На Кубани введут в эксплуатацию долгострой с 16-летней историей,0
«Брусника» — крупный застройщик на Урале и в,0
Минстрой обещает поэтапное консультирование и работу с дольщиками,0
ООО «Стройград» не смогло подтвердить безопасность своей новостройки,0
«Вега» не допускала просрочки ввода объектов с долевым строительством,0
"В Липецке только один – липецкий, а двое – иногородние",0
"У нас есть видение, как мы сможем заменить застройщика на этом объект",0
"ВИС объявила, что сдаст объект в декабре 2019 года",0
До срока сдачи дома остается меньше двух месяцев.,0
"В компании объясняют это наличием неких «технических причин», сообщает Эксперт.",0
"""Русгидро"" строит Зарамагскую ГЭС-1 мощностью 346",0
На официальном сайте ЖК «Первый квартал» выставлены 72 квартиры,0
Инициативную группу дольщиков сегодня пообещал замгубернатора Сергей,0
Инициативную группу дольщиков сегодня пообещал замгубернатора Сергей,0
«Эксстроймаш» входит в группу компаний «СУ-5» Михаила,0
"Это неправильно, плохо, вот сами объясните, почему сложилась",0
Костромичи намерены поехать на всероссийский форум обманутых доль,0
В Усть-Катаве сорвали подготовку школы к новому году,0
Александр Сребрянский покинул свой пост,0
Строительство двух благоустроенных жилых домов на 60 и 80 квартир для персонала,0
"Кто смотрит, что необходимо сделать в соответствии с проектной документацией?",0
Девелоперы должны перейти на проектное финансирование строительства жилья,0
"Все коммерческие риски, которые берет на себя застройщик, –",0
В Электрогорске реализуется адресная программа «Переселение граждан из аварийного жилищ,0
Это дом на 589 квартир в ЖК «Прибалтийский».,0
"Застройщик мог соблюсти срок передачи ключей, указанный в Д",0
Последнее публичное обещание бизнесмена – закончить работы в ноябре это,0
А значит эта сумма должна покрыть потребность дольщиков на первых двух,0
"Ввод в эксплуатацию ЖК ""Трилогия"" на проспекте Народного О",0
"«ВИС Инфраструктура» не смогли обозначить сроки, когда юг",0
«Объекты пускового минимума технически готовы»,0
Однако задержки сроков сдачи не было.,0
В Сургуте будет сдан перинатальный центр,0
У АО «ЛИК» один дом в микрорайоне «Елецкий».,0
"Низовский: дома явно четырёхэтажные, а это уже под",0
"Низовский: дома явно четырёхэтажные, а это уже под",0
Ответчик ссылается на неисполнение ответчиком обязательств по договору о долевом,0
"Строительство ЖК ""Феникс"" в Краснодаре началось в 2003 году",0
"И если застройщику прекращают регистрацию всех долевок,",0
В следующем квартале ситуация кардинально изменилась,0
К июню 2015 года было остановлено строительство практически по всем объект,0
У истца есть все шансы выиграть суд,0
Понять это нам поможет анализ бухгалтерской отчетности ООО «Брусника».,0
Застройщик ссылался на отсутствие необходимого финансирования.,0
"Ожидается, насколько я знаю, несколько сделок, результат которых",0
Саму Алену заинтересовал ЖК «Барбарис» на северо-востоке Москв,0
В Сургуте началось строительство Окружного центра охраны материнства и дет,0
Изначально первую очередь должны были сдать в конце 2016 года.,0
Суд отказался утвердить мировое соглашение между застройщиком и комитетом,0
Цены на недвижимость в Москве одни из самых высоких в мире,0
В Петербурге выкупили объекты инфраструктуры,0
В Петербурге выкупили объекты инфраструктуры,0
Первые энергоблоки успешно запущены и в режиме пускона,0
Несколько корпусов I-III очередей строительства на 1300 квартир уже введен,0
«ВИС Инфраструктура» отрицает информацию о подорожании проекта,0
В Орловском районе строят три дома,0
На территории ЖК «Прибалтийский» откроют детский сад на 200,0
"Власти снесут здание, а на его место построят новое.",0
"В Югры не смогли прокомментировать ситуацию и прояснить, действительно",0
Местные власти обозначили сроки сдачи объекта как сентябрь-октябрь,0
"Если человек считает, что ему незаконно отказали во включении в",0
"Белозерцев подчеркнул, что все решения должны приниматься ЖСК,",0
"Это дом, в котором строительство было приостановлено в 2015 году?",0
В доме зарегистрировано 80 участников долевого строительства.,0
В Дальпитерстроя подтвердили приостановку регистрации ДДУ,0
Застройщики часто пускают деньги дольщиков в оборот,0
