,sentence,label
553,"Одна из дольщиц — инвалид второй группы — купила у этого застройщика квартиру в Копейске, где сдать дом до улице Чаадаева, 79 должны были ещё в 2014 году.",0
554,"Вместе с Павлом Юрочкиным представители ведомства заслушали и других застройщиков, затягивающих сроки сдачи жилья дольщикам.",0
555,В столице не затягивают сроки ввода в эксплуатацию офисной недвижимости.,0
556,"Он выразил опасение, что регионам надо будет срочно принимать решение, как выводить все структуры и компании, чтобы не пострадал имидж строительного сектора и на улицах не появились новые обманутые дольщики, поясняется в заметке.",0
557,"Ну а люди, в свою очередь, передали его компании «АртСтройТехно», которая вознамерилась возвести тут жилой комплекс «Победа» из семи корпусов.",0
558,"Согласно договорам долевого участия, квартиры должны были быть передать собственникам еще в начале 2018 года.",0
559,"Состоялось совещание, в котором участвовали представители комитета градостроительства администрации Ставрополя, управления края по строительному и жилищному надзору, компании-застройщика и инициативной группы дольщиков.",0
560,"Дети здесь не учились уже год, пока шли работы по реконструкции, их разместили по разным школам, надеюсь, что к сентябрю-октябрю они уже смогут здесь снова сесть за парты.",0
561,"И это невзирая на то, что мало кто из девелоперов указывает точные сроки завершения строительства – в паспорте обычно ограничиваются «квартальным» прогнозом, обещая сдать новостройку в I-IV квартале года.",0
562,"В конце августа этого года застройщик попытался оспорить штраф, но суд апелляционной инстанции оставил решение суда первой инстанции без изменений.",0
563,"Предполагается, что в общей сложности до 2021 г. в ЖК «Любимов» построят дома на 6 тыс. новых квартир, куда смогут переехать более 14 тыс. человек.",0
564,"Правда, при строительстве жилья даже не в Ставрополе, а в Сочи (здесь группа хотела возводить комплекс апартаментов на Курортном проспекте, в районе Института курортологии).",0
565,Возобновление регистрации ДДУ возможно – если застройщики заключат допсоглашения о переносе сроков строительства с каждым из имеющихся дольщиков.,0
566,Затем материалы проверки были сфальсифицированы и на их основании было выдано разрешение на ввод построенного с нарушениями здания в эксплуатацию.,0
567,"Многие дольщики платят не только за ипотеку, но и за съём жилья, поэтому перенос сроков — это просто издевательство.",0
568,"По мнению директора по развитию компании ""Балтийская коммерция"" Ивана Архипова, введение поправок для участников рынка повлекло ряд трудностей, но коснулись они в основном областных застройщиков.",0
569,"У остальных (сколько их – точно не известно) на руках — или предварительные договоры долевого участия или договоры, которые заключены в отсутствие разрешительной документации.",0
570,"Выясним с какой скоростью поступают деньги, которые компания может использовать для строительства зданий.",0
571,"DSC_0400.JPG
Т. Трофименко

Строительство дома №19 на улице Ленина

В совещании приняли участие  заместитель главы администрации Марина Пащенко, исполнительный директор ООО «Элвиком Стройинвест»  Михаил Савицкий,   начальник электрогорского производственного  отделения электростальского филиала АО  «Мособлэнерго» Игорь Чеканов, начальник управления по строительству и земельно-имущественным отношениям Илья Стельмах, начальник отдела архитектуры и строительства Виктор Рихтер.",0
572,"Гендиректор ООО ""КЭСК"" (также входит в группу компаний ""ВКБ-Новостройки"") Олег Алимов заявил о непричастности компании к сливам отходов.",0
573,"Дольщиков было 17, и всем им обещали выделить квартиры в первой очереди нового комплекса.",0
574,"На сегодняшний день реконструируемая территория разделена на несколько участков, на которых работает несколько подрядных организаций, в том числе пензенские строительные компании.",0
575,"Они сообщили о сдвиге сроков на один квартал: для двух домов второй очереди – на IV квартал этого года, для других двух домов – на I квартал 2017 года.",0
576,Разрешение на ввод в эксплуатацию объекта компания получила в сентябре 2018 года.,0
577,"По утверждению генерального директора компании Кита Сандерса, в первую очередь предприятия, расположенного в Азовском районе Ростовской области, будет включен монтаж шести производственных линий мощностью выпуска 300 млн литров в год.",0
578,"Руководитель службы по работе с государственными органами ""СПб Реновации"" Дмитрий Михалев признает, что влияние на рынок поправки окажут сильное, но в основном отрицательное, а наказать таким образом застройщика, не наказав дольщиков, не получится.",0
579,Министерством строительства и жилищно-коммунального хозяйства области прорабатывался вопрос привлечения другой строительной организации для завершения строительства указанного выше объекта.,0
580,Окончание строительных работ и введение в эксплуатацию квартир планируется в августе 2020 года.,0
581,"В рамках дела о банкротстве, рассматриваемом в Арбитражном суде Липецкой области, в реестр требований кредиторов на жилые помещения судом включены 211 участников долевого строительства.",0
582,"Павел Юрочкин заверил представителей надзорной инстанции, что планирует ввести в эксплуатацию и передать квартиры дольщикам в мае.",0
583,К тому моменту комитет градостроительства администрации Ставрополя в проектной документации и проектной декларации застройщика выявил ещё и ряд нарушений градостроительного законодательства и иных правовых норм.,0
584,"Однако в компании уверяют, что средства на достройку «Звезды» все-таки будут, и это несмотря на то, что 370 квартир в доме уже продано.",0
585,"Группа компаний «МИЦ», один из крупнейших девелоперов Подмосковья, специализирующийся на строительстве многоквартирных домов, продолжает стремительно терять репутацию добросовестного и надежного застройщика.",0
586,"В МИЦ все плохо
Группа компаний «МИЦ», один из крупнейших девелоперов Подмосковья, специализирующийся на строительстве многоквартирных домов, продолжает стремительно терять репутацию добросовестного и надежного застройщика.",0
587,"Оспорить разрешение на строительство этого объекта пытались безуспешно градозащитники, которые считают, что дом перекроет охраняемую панораму объекта культурного наследия ""Усадьба Чернышова И. Г. ""Александрино"".",0
588,"Учитывая репутацию застройщика и происходящее сегодня на других строительных площадках «Серебряного ключа» все дольщики, естественно, обеспокоены.",0
589,"Также в «Победе» застройщик согласился (по просьбе администрации Ставрополя, разумеется), «приютить» обманутых дольщиков еще одного жилого комплекса «Парковый».",0
590,"Чтобы убедиться в том, какие работы ведутся на доме, один из дольщиков в начале марта отправился в новостройку и снял видео.",0
591,"По завершении строительства в этом году указанных двух объектов будут восстановлены в правах по реестру 91, а всего 234 человека.",0
592,В результате для возведения дома №2 застройщик также соберет нужную сумму.,0
593,"Согласно проектной декларации, первую позицию (10 этажей) должны были сдать уже к концу 2014 года.",0
594,"На сегодняшний день в реестре четыре объекта: это три дома «Строй-Града» (по ул. Неделина, Неделина-Фрунзе и Агрономическая) и дом СУ-10 «Липецкстрой» по ул. 50 лет НЛМК",0
595,"Женщина написала претензию во ипотечный фонд, в которой требовала выплатить неустойку за просрочку сдачи объекта долевого строительства.",0
596,"Отметим, что в понедельник, 5 августа, администрация Энгельсского района объявила аукцион по поиску генподрядчика для строительства детского сада на 160 мест в Летном городке.",0
597,"Для тех, кто не успел подать бумаги до этой даты или не смог предоставить полный пакет документов, срок был продлен до 8 августа 2019 года, - еще раз заявил зам. председателя комитета АПК Сергей Малахов.",0
598,"Эта история началась в 2016 году, когда Юрий Тришин заключил договор участия в долевом строительстве дома в Москве на Садовнической набережной.",0
599,"Еще один крупный объект социальной инфраструктуры Затулинского жилмассива - спортивный комплекс «Фламинго» - будет введен в эксплуатацию в конце года, сообщает корреспондент Sibnovosti.ru",0
600,"При этом по телефону и без письменных уведомлений нам уже сообщили о том, что сроки перенесены на конец второго квартала.",0
601,"Застройщик «Серебряный ключ», в который входит несколько компаний, возводит ряд объектов.",0
602,"Вторая очередь предусматривает ввод в эксплуатацию еще двух производственных линий, в результате чего мощности предприятия увеличатся до 500 млн литров напитков в год.",0
603,"Тем более компания поставляла застройщику строительные материалы в счет оплаты квартир в доме по ул. Неделина и больше, чем кто-либо другой, заинтересована в завершении строительства.",0
604,"Сейчас дольщиков заверяют, что дом должен быть сдан уже летом.",0
605,"На сегодняшний момент, когда средства дольщиков остаются важным источником для строителей, блокировка продаж может означать остановку работ на объекте из-за недостаточного финансирования"", – говорит Михалев.",0
606,"Об этом шла речь в ходе инспекции объекта, которую сегодня, 15 августа, провел полпред президента России в СЗФО Александр Гуцан.",0
607,"Судя по фотографиям на сайте застройщика, завершение проекта также движется к концу.",0
608,"Завершение объекта ведется на условиях софинансирования затрат: из краевого и местного бюджетов выделено более 124 млн рублей, они направлены на проектирование и технологическое присоединение комплекса к инженерным сетям теплоснабжения и водоотведения.",0
609,"По словам источника, знакомого с ситуацией, в материалах следствия могут быть сведения о перемещении средств дольщиков в другие структуры, которые аффилированы с Копайгорой.",0
610,"По словам депутата заксобрания Нижегородской области Максима Волкова, ситуация плачевная: рабочие фирмы-подрядчика на объекте нет, но они не обеспечены стройматериалами.",0
611,"38 новостроек: зачем петербургских застройщиков оградили от новых дольщиков 
Роман Пименов/Интерпресс

Участники рынка говорят: поправки в ФЗ-214, призванные защитить права дольщиков, на деле могут привести к увеличению числа пострадавших.",0
612,Это связанно с вводом в марте 2019 года в эксплуатацию ранее построенного причала №4 в составе сухогрузного района морского порта Тамань.,0
613,"Пензенская область — фактически единственный регион, где достройка проблемных домов, возводившихся с привлечением средств дольщиков, осуществляется на основании решения губернатора.",0
614,"Мы активно в этом участвуем, чтобы стороны скорее завершили переговорный процесс, чтобы появились средства на завершение строительства этих домов.",0
615,"Застройщик ЖК «Андерсен» назвал сроки завершения строительства объекта	
Темы в материале

Долевое строительство
22 мар.",0
616,"По его словам, потом они перейдут в первый квартал 2020 года, когда в некоторых регионах невозможно вести строительно-монтажные работы, следует из публикации.",0
617,В начале марта Арбитражный суд Петербурга и Ленинградской области признал банкротом строительную компанию «Навис».,0
618,"Следовательно, из-за медленных темпов продаж застройщику катастрофически не хватало средств от дольщиков для полноценного финансирования и соблюдения графика строительства.",0
619,"Эта схема подразумевает, что средства дольщиков будут храниться на специальных счетах, застройщики их смогут получить после сдачи объектов.",0
620,На основании решения Ивана Белозерцева данные объекты были переданы новым подрядчикам для завершения строительных работ,0
621,"""Технопромэкспорт"" попросил Минэнерго снова перенести запуск двух электростанций в Крыму
Москва.",0
622,"Ленинский районный суд встал на сторону истца и вынес решение взыскать с ООО «Специализированный застройщик «Владимирское территориальное управление строительства» в пользу потребителя неустойку за нарушение сроков передачи квартиры, компенсацию морального вреда и штраф за несоблюдение в добровольном порядке удовлетворения требований потребителя.",0
623,"Компания ""Стройинтеркомплекс"" заключала с гражданами договоры долевого строительства, но в 2005 году прекратила свою деятельность.",0
624,"Дело в том, что «АртСтройТехно» получила земельный участок на улице Тюльпановой от ЖСК «Победа», в который объединились обманутые дольщики скандальной компании «Спас-XXI».",0
625,"Ремонтировать корпус будут по распоряжению председателя правительства РФ Дмитрия Медведева, который посетил учреждение лично в конце июля.",0
626,"Напомним, ГК «Норманн» ранее являлась одним из самых крупных застройщиков Ленинградской области.",0
627,"Арбитражный суд взыскал с АО «Сибстройсервис» долг за 4 квартал 2018 года в размере 7,064 млн руб., а также 57 тысяч руб. судебных расходов.",0
628,"Если, например, на объект по ул. Неделина-Фрунзе, который достраивает «Сталь-М», нужно инвестировать порядка 140 млн рублей, то на объект по ул. Неделина, достраиваемый «ЖБИ2-Инвест» требуется порядка 170-180 млн рублей, потому что дом был готов только на 30%.",0
629,"Это дома по ул. Неделина-Фрунзе и Неделина, на которых ведутся строительные работы подрядными организациями: тамбовским ООО «Сталь-М» и воронежским ООО «ЖБИ2-Инвест».",0
630,"Я согласен, что при сдаче объектов в первую очередь должно быть обеспечено соответствующее качество передаваемых жителям Березников жилых помещений.",0
631,"Дольщики готовы, если в ближайшее время руководитель управления Валерий Савченко не исполнит все свои обещания, выйти на митинг в центре Ставрополя – и неважно, санкционированный или стихийный.",0
632,"В конце апреля «Газпром» сообщал, что работает над разработкой мер по сохранению сроков ввода в эксплуатацию газопровода «Северный поток – 2» до конца текущего года.",0
633,"Почему белгородские застройщики не успевают строить дома

Ситуация на рынке жилья ставит строительные компании региона в жёсткие рамки, в которых не каждый может удержаться.",0
634,"В результате ульяновцы, реальные дольщики, покупали квартиры во втором корпусе уже у торгового дома с новым сроком ввода его в эксплуатацию — до 1 марта 2018 года.",0
635,Сейчас у застройщика есть переоформленное разрешение на строительство сроком до конца 2019 года.,0
636,"Нижегородец заявил, что официального уведомления о переносе сроков он не получал и узнал об этом только на встрече с застройщиком.",0
637,"15052015050414YKcye35dYpwI

Краевое управление строительного надзора лишь обещает найти нового застройщика…",0
638,"Однако, в рамках исполнения решения Волжского районного суда города Саратова об удовлетворении требования участника долевого строительства Орлова, отделом судебных приставов по Волжскому район города Саратова наложен запрет на совершение регистрационных действий в отношении имущества закрытого акционерного общества «Стройинтерсервис».",0
639,"Ранее сообщалось, что работы на объектах ЖК «На Заречной» и ЖК «Три Апельсина» завершит другой подрядчик.",0
640,"Шестая пятилетка была оборвана за два года до окончания, и съезд принял программу нового семилетнего плана (1959 - 1965), в котором показатели жилищного строительства были ещё раз резко увеличены.",0
641,"Если участником долевого строительства является гражданин, предусмотренная данной частью неустойка (пени) уплачивается застройщиком в двойном размере.",0
642,Сроки сдачи жилого комплекса не сдвигались.,0
643,Однако возникновение права общей долевой собственности на весь земельный участок при вводе расположенных на нем домов в разное время влечет возникновение проблем правового и организационного характера.,0
644,"Впрочем, в конце апреля в Смольном прошло совещание по ходу реализации проектов ГК.",0
645,"Новому застройщику придется заново получать технические условия, а это, как вы понимаете, время.",0
646,"Техготовность ледокола — около 70%, говорят в ОСК, погружено все оборудование, затянуто более 1000 км кабеля, ведутся работы по обстройке жилого блока.",0
647,"Проверить строительную компанию на риски конечно можно, однако нет гарантий что эта компания сдаст дом в эксплуатацию вовремя.",0
648,"Также, в связи  с отставанием по графикам строительства, застройщику выдано предостережение.",0
649,"Ведь многие из тех, кто поверил рекламе и купил квартиры в строящихся домах МИЦа, после лишнего года ожидания совершенно не считают себя счастливчиками.",0
650,"Под следствие попал и врио начальника исправительной колонии, вывозивший нелегально заключенных для работы на проблемной стройке «АртСтройТехно».",0
651,"Деятельность застройщика в цифрах
Чтобы разобраться в ситуации, в обязательном порядке нужно проверить финансовые показатели, что отражала ООО «Брусника.",0
652,"Он пишет о том, что проблемы дольщиков постоянно озвучиваются на разных совещаниях, однако «эффективный механизм решения проблем пострадавших граждан органами власти региона до настоящего момента не разработан и не реализован».",0
653,"Минпросвещения РФ выяснит, почему Саратовская область оказалась в числе отстающих по темпам строительства детских садов
Саратовская область вошла в число регионов, где наблюдается низкая строительная готовность дошкольных учреждений.",0
654,"Мы оценили все стройки и, чтобы оптимизировать затраты и работать в первую очередь с домами, где есть дольщики, приняли решение о переносе ввода.",0
655,"– Согласно поручению правительства и в соответствии с приказами Минстроя, Липецкая область, как и все регионы РФ, ведет реестр пострадавших граждан, которые вовремя не получили квартиры.",0
656,На ввод в эксплуатацию нового терминала и его работу задержка по реконструкции аэродромной инфраструктуры не повлияет.,0
657,"Для того, чтобы стройка была завершена, нужно встать в реестр обманутых кредитором, создать жилищно-строительный кооператив (ЖСК), затем встать в реестр обманутых дольщиков.",0
658,"Строители это старательно опровергают
 
В СМИ обсуждают резкое подорожание строительства нового перинатального центра в Сургуте.",0
659,"Тогда мы передвинули сроки на год, но это дома, где не было ни одного дольщика.",0
660,"Затем, не дождавшись жилья, по переуступке оформила долёвку в ЖК «Радуга» — и снова вынуждена ждать затянувшуюся стройку.",0
661,"dol5

Вернемся к истории «АртСтройТехно», которая, собрав воедино обманутых дольщиков из разных жилых комплексов, приступила к возведению комплекса «Победа».",0
662,"Последние выложенные фотографии датируются 05.04.2018 г.
 
Апрель, 2018 г.
По ним видно, что в первом доме:
полностью завершены монолитные работы;
выложена кирпичная кладка на 90–100% (в зависимости от секции и этажности);
проведен монтаж окон с наружной стороны фасада на 25–65%;
частично выполнена внутренняя электроразводка (выведена до щитков).",0
663,В 2017 году оставалась острой проблема нарушения порядка и сроков технологического присоединения ООО «Концессии водоснабжения».,0
664,"Впрочем, одновременно с этим росла и кредиторская задолженность (долг застройщика или новые поступления от дольщиков).",0
665,"По его инициативе в Кировской области приняли закон №41-ЗО ""О мерах по защите прав граждан - пострадавших участников долевого строительства многоквартирных домов"".",0
666,"К сентябрю 2017 г. компания смогла практически полностью рассчитаться с подрядчиками и даже авансировать некоторые работы, что подтверждает снова увеличившаяся сумма дебиторской задолженности.",0
667,"На каком основании чиновники выделяли строительной компании, которая раз за разом не исполняла свои обязанности (да еще и имела уставный капитал в 10 тысяч рублей), такие лакомые участки земли?!",0
668,"Администрация области поощряла комплексную застройку, а это кроме других преимуществ для жителей большой объем вводимого жилья.",0
669,Что касается второго корпуса — стадия готовности пока не превышает и 10%.,0
670,"Так, еще в июне 2017 года областной минстрой рассмотрел дело об административном правонарушении со стороны ООО «Стройград».",0
671,И сколько на сегодня проблемных объектов в строительстве многоквартирных домов?,0
672,"И это не говоря уже о сотнях писем в администрацию Ставрополя и краевое управление строительного надзора, которое призвано заниматься проблемой обманутых дольщиков.",0
673,"Как доложили представители заказчика ФГУП «Росморпорт», причина задержки – в разрушительном шторме, который прошел в на Балтике в январе 2019 года, а также в нерасторопности подрядчика.",0
674,Документ регулирует лишь частичный перенос предусмотренных проектом субсидий с этапа эксплуатации на текущий период.,0
675,"Два из четырёх домов второй очереди сдадут не в третьем квартале, а в конце этого года, сообщило вчера, 13 сентября, информагентство «НТА-Приволжье» со ссылкой на дольщика Дмитрия Митина.",0
676,"Еще один нюанс: все технические условия, которые ранее были выданы прежнему застройщику, фактически устарели.",0
677,"В итоге сроки не были сорваны, что позволило не переносить сдачу объекта в эксплуатацию.",0
678,"Дольщики говорят, что из 510 квартир данного комплекса, судя по информации на сайте застройщика, проданы почти все (480 квартир).",0
679,Также организовано информирование участников долевого строительства о ходе строительных работ через интернет.,0
680,"Стремясь привлечь внимание будущих покупателей жилья, компания поначалу действует весьма активно, «но завершает строительство крайне медленно».",0
681,"Стремясь привлечь внимание будущих покупателей жилья, компания поначалу действует весьма активно, «но завершает строительство крайне медленно».",0
682,"Всё из-за отсутствия внятной позиции от застройщика, почему стоит стройка.",0
683,"Строительство началось в 2011 году, первый дом был сдан в декабре 2018 года, остальные дома введены в эксплуатацию в 2019 год",0
684,"В своих обращениях работники жаловались на выплату зарплаты с задержкой или раз в месяц, задержку расчета и выдачи трудовой книжки при увольнении, невыплату отпускных за три дня до начала отпуска, невыдачу расчетного листка, нарушение графика сменности, неоплату сверхурочных, не предоставление ежегодного оплачиваемого отпуска, отсутствие средств индивидуальной защиты и специальной оценки условий труда.",0
685,"Последующее увеличение суммы дебиторской задолженности свидетельствует о том, что полученные средства застройщик использовал по назначению – вероятно для дальнейшего авансирования строительных работ/услуг/материалов.",0
686,"""Но они должны быть размещены на сайте Дом.РФ. На данный момент это не представляется возможным, поскольку сайт работает ненадлежащим образом – загружается медленно либо вовсе не работает.",0
687,"Станцию на Дальнем Востоке строит «РусГидро», во втором полугодии 2018 года компания не ввела в эксплуатацию первую очередь Сахалинской ГРЭС-2.",0
688,"Тем не менее, остается актуальным вопрос, какой срок просрочки не является сигналом, что у застройщика назревают проблемы.",0
689,"Соответственно, введенный в эксплуатацию дом в Грязях подлежит исключению из указанного плана-графика.",0
690,"К сожалению, завершающая работа по облицовке дома временно приостановлена из-за смещения сроков поставки материалов.",0
691,"Однако по-настоящему на проблемы дома внимание обратили только в октябре 2018-го, когда часть кирпичной облицовки фасада обвалилась едва не на головы двум пенсионеркам и школьнику.",0
692,"Однако по-настоящему на проблемы дома внимание обратили только в октябре 2018-го, когда часть кирпичной облицовки фасада обвалилась едва не на головы двум пенсионеркам и школьнику.",0
693,Строительное подразделение его бизнес-империи успело в срок сдать в эксплуатацию конгресс-холл за 10 млрд рублей.,0
694,"То есть
с подписанием дополнительного соглашения создаваемый ультрасовременный клинический перинатальный центр обойдётся региону на 135 миллионов рублей дешевле», —
заявили корреспонденту СИА-ПРЕСС специалисты строительной компании.",0
695,"Стоит отметить, что многоквартирные дома на улицах Антонова, Ново-Казанская, Пушкина и 8 Марта возводились на условиях долевого строительства компаниями, впоследствии оказавшимися банкротами.",0
696,"На данный момент достроены 6 этажей из 11-ти, жилой комплекс будет сдан в эксплуатацию через год.",0
697,По контракту «Пензгорстройзаказчик» должен был выстроить в микрорайоне Заря три дома по 50 квартир для детей-сирот.,0
698,"Он напомнил, что сдача объекта – достаточно сложный технический процесс, который находится под постоянно возрастающим контролем со стороны надзорных органов.",0
699,Ввод крупнейшего социального объекта в ХМАО переносится.,0
700,"Ходовые испытания и сдача «Арктики» запланированы на декабрь 2019 года, ледовые — ориентировочно на апрель 2020 года, отмечают в корпорации.",0
701,"Власти Пензы во главе с мэром Юрием Кривовым посетили зоопарк, чтобы проконтролировать ход работ по реконструкции ряда объектов зоопарка.",0
702,"Как оказалось, не все дольщики «АртСтройТехно» имеют зарегистрированные в установленном порядке договоры долевого участия.",0
703,"В Калининграде достроили ФОК, из-за которого подал в отставку министр
Агентство по архитектуре, градостроению и перспективному развитию выдало 23 июля 2019 года разрешение на ввод в эксплуатацию физкультурно-оздоровительного комплекса с универсальным игровым залом для училища олимпийского резерва на Аллее Смелых, 116, в Калининграде.",0
704,Это было сделано из-за невыполнения застройщиком в полном объёме взятых на себя обязательств.,0
705,"В Смольном отвечают, что сейчас на территории бывших долгостроев ведется инженерная подготовка под строительство еще трех социальных объектов: подстанции скорой помощи и двух детских садов на 180 и 150 мест.",0
